Abbrev,Rxn_Name,Equation,Subsystem,Gene(s),References
TRE6PS,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",[c] : g6p + udpg --> h + tre6p + udp,Alternate Carbon Metabolism,PAS_c131_0017+PAS_chr1-3_0054+PAS_chr2-1_0739,
TREH,"alpha,alpha-trehalase",[c] : h2o + tre --> (2) glc-D,Alternate Carbon Metabolism,PAS_chr4_0816,[12]
TREHe,"alpha,alpha-trehalase, extracellular",[e] : h2o + tre --> (2) glc-D,Alternate Carbon Metabolism,PAS_chr4_0342,[12]
TREt2,trehalose transport in via proton symporter,h[e] + tre[e] --> h[c] + tre[c],"Transport, Extracellular",NA,
TREt2v,trehalose vacuolar transport via proton symport,h[c] + tre[c] <==> h[v] + tre[v],"Transport, Vacuolar",NA,
TRIGS_PP,triglycerol synthesis,[c] : 12dgr_PP + (0.16654) pmtcoa + (0.05956) hdcoa + (0.03292) stcoa + (0.33054) odecoa + (0.41044) ocdycacoa --> coa + triglyc_PP,Glycerolipid Metabolism,"PAS_chr3_0467, PAS_chr3_0218",
TRPO2,"L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)",[c] : o2 + trp-L --> Lfmkynr,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr1-4_0083,
TRPS1,tryptophan synthase (indoleglycerol phosphate),[c] : 3ig3p + ser-L --> g3p + h2o + trp-L,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr2-1_0679,
TRPt2r,L-tryptophan reversible transport via proton symport,h[e] + trp-L[e] <==> h[c] + trp-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0030",
TRPTA,tryptophan transaminase,[c] : akg + trp-L <==> glu-L + indpyr,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","PAS_chr1-4_0608, PAS_chr4_0147",
TRPTRS,Tryptophanyl-tRNA synthetase,[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna,tRNA charging,PAS_chr3_0165,
TRPTRSm,"Tryptophanyl-tRNA synthetase, mitochondrial",[m] : atp + trnatrp + trp-L --> amp + ppi + trptrna,tRNA charging,PAS_chr2-2_0245,
TTDCAtr,fatty acid transport,ttdca[e] <==> ttdca[c],"Transport, Extracellular",NA,
TYRt2m,tyrosine mitochondrial transport via proton symport,h[c] + tyr-L[c] <==> h[m] + tyr-L[m],"Transport, Mitochondrial",NA,
TYRt2r,L-tyrosine reversible transport via proton symport,h[e] + tyr-L[e] <==> h[c] + tyr-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0030",
TYRt6,L-tyrosine transport in via proton antiport (vacuolar),h[v] + tyr-L[c] --> h[c] + tyr-L[v],"Transport, Vacuolar","PAS_chr3_0519, PAS_chr3_0226",
TYRt7,"L-tyrosine transport out via proton symport, vacuolar",h[v] + tyr-L[v] --> h[c] + tyr-L[c],"Transport, Vacuolar","PAS_chr3_0295, PAS_chr2-2_0343",
TYRTAi,"tyrosine transaminase, irreversible",[c] : 34hpp + glu-L --> akg + tyr-L,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","PAS_chr1-4_0608, PAS_chr4_0147, PAS_chr4_0974",
TYRTAim,"tyrosine transaminase, irreversible (mitochondrial)",[m] : 34hpp + glu-L --> akg + tyr-L,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr1-1_0200,
TYRTAip,"tyrosine transaminase, irreversible (peroxisomal)",[x] : 34hpp + glu-L --> akg + tyr-L,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr4_0974,
TYRTRS,tyrosyl-tRNA synthetase,[c] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna,tRNA charging,PAS_chr4_0522,
TYRTRSm,"tyrosyl-tRNA synthetase, mitochondrial",[m] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna,tRNA charging,PAS_chr3_1110,
UDPACGLP,UDP-N-acetylglucosamine diphosphorylase,[c] : acgam1p + h + utp <==> ppi + udpacgam,Glutamate metabolism,PAS_chr3_0676,
UDPG4E,UDPglucose 4-epimerase,[c] : udpg <==> udpgal,Galactose metabolism,PAS_chr1-4_0604,
UDPGALt2g,UDPgalactose transport (Golgi apparatus),udpgal[c] --> udpgal[g],"Transport, Golgi Apparatus",PAS_chr2-1_0692,
UGLYCHr,Ureidoglycolate hydrolase,[c] : (2) h + h2o + urdglyc <==> co2 + glx + (2) nh4,Histidine Metabolism,PAS_chr2-1_0292,
UMPK,UMP kinase,[c] : atp + ump <==> adp + udp,Nucleotide Salvage Pathway,PAS_chr2-1_0543,
UMPKn,"UMP kinase, nuclear",[n] : atp + ump <==> adp + udp,Nucleotide Salvage Pathway,PAS_chr2-1_0543,
UNK3,2-keto-4-methylthiobutyrate transamination,[c] : 2kmb + glu-L --> akg + met-L,Methionine Metabolism,NA,
UPP3MT,uroporphyrinogen methyltransferase,[c] : (2) amet + uppg3 --> (2) ahcys + dscl + h,Porphyrin and Chlorophyll Metabolism,PAS_chr1-3_0078,
UPP3S,uroporphyrinogen-III synthase,[c] : hmbil --> h2o + uppg3,Porphyrin and Chlorophyll Metabolism,PAS_chr2-1_0533,
UPPDC1,uroporphyrinogen decarboxylase (uroporphyrinogen III),[c] : (4) h + uppg3 --> (4) co2 + cpppg3,Porphyrin and Chlorophyll Metabolism,PAS_chr3_0954,
UPPRT,uracil phosphoribosyltransferase,[c] : prpp + ura --> ppi + ump,Purine and Pyrimidine Biosynthesis,PAS_chr1-1_0262,
URAt2,uracil transport in via proton symport,h[e] + ura[e] --> h[c] + ura[c],"Transport, Extracellular",PAS_chr3_0022,
UREA2t2,urea reversible transport via proton symport (2 H+),(2) h[e] + urea[e] <==> (2) h[c] + urea[c],"Transport, Extracellular",PAS_chr2-1_0055,
UREASE,urea carboxylase,[c] : atp + hco3 + urea <==> adp + allphn + h + pi,Nitrogen Metabolism,PAS_chr4_0173,
URIDK2r,uridylate kinase (dUMP),[c] : atp + dump <==> adp + dudp,Nucleotide Salvage Pathway,PAS_chr2-1_0543,
URIDK2rn,"uridylate kinase (dUMP), nuclear",[n] : atp + dump <==> adp + dudp,Nucleotide Salvage Pathway,PAS_chr2-1_0543,
URIK1,uridine kinase (ATP:Uridine),[c] : atp + uri --> adp + h + ump,Purine and Pyrimidine Biosynthesis,PAS_chr2-1_0770,
URIK2,uridine kinase (GTP:Uridine),[c] : gtp + uri --> gdp + h + ump,Purine and Pyrimidine Biosynthesis,PAS_chr2-1_0770,
URIt2,uridine transport in via proton symport,h[e] + uri[e] --> h[c] + uri[c],"Transport, Extracellular","PAS_chr2-1_0257, PAS_chr3_0022",
UTPH1,UTP diphosphohydrolase,[c] : (2) h2o + utp --> (2) h + (2) pi + ump,Nucleotide Salvage Pathway,PAS_chr1-1_0063,
UTPtm,UTP/UMP antiport,(2) h[c] + ump[m] + utp[c] --> (2) h[m] + ump[c] + utp[m],"Transport, Mitochondrial",PAS_chr1-4_0423,
VALt2m,Valine reversible mitochondrial transport via proton symport,h[c] + val-L[c] <==> h[m] + val-L[m],"Transport, Mitochondrial",NA,
VALt2r,L-valine reversible transport via proton symport,h[e] + val-L[e] <==> h[c] + val-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0030",
VALTA,valine transaminase,[c] : akg + val-L <==> 3mob + glu-L,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
VALTAim,"valine transaminase, mitochondiral",[m] : akg + val-L --> 3mob + glu-L,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
VALTRS,Valyl-tRNA synthetase,[c] : atp + trnaval + val-L --> amp + ppi + valtrna,tRNA charging,PAS_chr3_0754,
VALTRSm,"valyl-tRNA synthetase, mitochondrial",[m] : atp + trnaval + val-L --> amp + ppi + valtrna,tRNA charging,PAS_chr3_0754,
XANt,xanthine reversible transport,xan[e] <==> xan[c],"Transport, Extracellular",NA,
XPPT,xanthine phosphoribosyltransferase,[c] : prpp + xan --> ppi + xmp,Nucleotide Salvage Pathway,PAS_chr2-1_0681,
XTSNt2,xanthosine transport in via proton symport,h[e] + xtsn[e] --> h[c] + xtsn[c],"Transport, Extracellular",NA,
XU5Ptx,xylulose-5-phosphate transport,xu5p-D[x] <==> xu5p-D[c],"Transport, Peroxisomal",NA,
XYLK,xylulokinase,[c] : atp + xylu-D --> adp + h + xu5p-D,Xylose Metabolism,PAS_chr1-1_0280,
XYLR,xylose reductase,[c] : h + nadph + xyl-D --> nadp + xylt,Xylose Metabolism,"PAS_chr2-1_0573, PAS_chr3_0744",
XYLt,D-xylose reversible transport,xyl-D[e] <==> xyl-D[c],"Transport, Extracellular",NA,
XYLTt,Xylitol transport via passive diffusion,xylt[e] <==> xylt[c],"Transport, Extracellular",NA,
YUMPS,yUMP synthetase,[c] : r5p + ura <==> h2o + psd5p,Purine and Pyrimidine Biosynthesis,"PAS_chr1-4_0212, PAS_chr1-3_0271, PAS_chr2-1_0067",
ZYMSTAT_PP,"Acyl-CoA:zymosterol acyltransferase, yeast-specific",[c] : (0.16654) pmtcoa + (0.05956) hdcoa + (0.03292) stcoa + (0.33054) odecoa + (0.41044) ocdycacoa + zymst --> coa + zymstest_PP,Sterol Metabolism,PAS_chr3_0467,
ZYMSTESTH_PP,"zymosterol ester hydrolase, yeast-specific",[c] : h2o + zymstest_PP --> h + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya + zymst,Sterol Metabolism,"PAS_chr3_0252, PAS_chr2-1_0409",
ZYMSTESTH_PPe,"zymosterol ester hydrolase, yeast-specific (extracellular)",[e] : h2o + zymstest_PP --> h + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya + zymst,Sterol Metabolism,PAS_chr2-1_0409,
ZYMSTt,zymosterol reversible transport,zymst[e] <==> zymst[c],"Transport, Extracellular",PAS_chr2-1_0280,
,,,,,
References,,,,,
"[1] Kirchburger et al. (2002). 6-phosphofructokinase from Pichia pastoris: purification, kinetic and molecular characterization of the enzyme. Yeast. 19 (11), pp. 933-947.",,,,,
"[2] Kato N. (1990). Formaldehyde dehydrogenase from methylotrophic yeasts. Methods Enzymol. 188, pp. 455-459.",,,,,
"[3] Patel et al. (1983). Microbial oxidation of methanol: purification and properties of formaldehyde dehydrogenase from a Pichia sp. NRRL-Y-11328. Arch Biochem Biophys. 221 (1), pp. 135-142.",,,,,
"[4] Jungo et al. (2006). Quantitative characterization of the regulation of the synthesis of alcohol oxidase and of the expression of recombinant avidin in a Pichia pastoris Mut+ strain. Enzyme Microb Technol. 39 (4), pp. 936-944.",,,,,
"[5] Dienys et al. (2003). Alcohol oxidase from the yeast Pichia pastoris - a potential catalyst for organic synthesis. J Mol Catal B. 21, pp. 47-49.",,,,,
"[6] Kato N. (1990). Formate dehydrogenase from methylotrophic yeasts. Methods Enzymol. 188, pp. 459-462.",,,,,
"[7] Hou et al. (1982). NAD-linked formate dehydrogenase from methanol-grown Pichia pastoris NRRL-Y-7556. Arch Biochem Biophys. 216 (1), pp. 296-305.",,,,,
"[8] Tan et al. (2007). Characterization and application of D-amino acid oxidase and catalase within permeabilized Pichia pastoris cells in bioconversions. Appl Biochem Biotechnol. 136 (3), pp. 279-289.",,,,,
"[9] Jitrapakdee et al. (2010). Structure, mechanism and regulation of pyruvate carboxylase. Biochem J. 413 (3), pp. 369-387.",,,,,
"[10] Allais et al. (1983). Oxidation of methanol by the yeast, Pichia pastoris. Purification and properties of the formaldehyde dehydrogenase. Agric Biol Chem. 47, pp. 1509-1516.",,,,,
"[11] Luers et al. (1998). The Pichia pastoris dihydroxyacetone kinase is a PTS1-containing, but cytosolic, protein that is essential for growth on methanol. Yeast. 14 (8), pp. 759-771.",,,,,
"[12] Thevelein et al. (1982). Changes in the activity and properties of trehalase during early germination of yeast ascospores: correlation with trehalose breakdown as studied by in vivo 13C NMR. PNAS. 79 (11), pp. 3503-3507.",,,,,
"[13] Hu et al. (2007). A novel feeding strategy during the production phase for enhancing the enzymatic synthesis of S-adenosyl-L-methionine by methylotrophic Pichia pastoris. Enzyme Microb Technol. 40 (4), pp. 669-674.",,,,,
